#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-02-19T19:27:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ58a9f15088b3 
#INFO -out.max=unlimited 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:V/84&tab:{V/84/main}&key:source=V/84/main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/84/main
#-order=I
#-out=RAB1950
#-out=DEB1950
#

#RESOURCE=yCat_5084
#Name: V/84
#Title: Strasbourg-ESO Catalogue of Galactic Planetary Nebulae (Acker+, 1992)
#Coosys B1950: eq_FK4 B1950    
#Table V_84_main:
#Name: V/84/main
#Title: Discoverers, Designations, and Positions of True and Possible Planetary Nebulae (1)
#---Details of Columns:
    RAB1950 ("h:m:s") (A11)   Right Ascension B1950 [ucd=pos.eq.ra;meta.main]
    DEB1950 ("d:m:s") (A11)   Declination B1950 [ucd=pos.eq.dec;meta.main]
----------- -----------
RAB195      DEB195     
0 ("h:m:s") 0 ("d:m:s")
----------- -----------
18 10 02.00 -32 20 34.0
17 32 27.20 -27 22 10.0
17 26 17.00 -26 23 42.0
16 40 54.00 -18 51 00.0
17 47 12.80 -29 24 29.0
17 52 09.00 -29 57 35.0
18 05 10.00 -31 37 54.0
17 50 34.00 -29 43 12.0
18 01 30.20 -31 03 04.0
17 17 18.00 -24 48 54.0
16 58 34.00 -21 45 14.0
17 54 29.30 -30 01 45.0
18 01 48.00 -30 58 30.0
17 51 13.60 -29 35 38.0
17 55 07.10 -30 00 27.0
17 50 13.70 -29 16 31.0
17 56 03.30 -30 02 38.0
17 49 24.00 -29 05 54.0
17 53 12.40 -29 37 42.0
17 31 47.75 -26 34 01.3
17 26 20.20 -25 47 03.0
17 54 57.80 -29 44 06.0
17 59 06.00 -30 14 24.0
18 14 21.50 -31 57 45.0
17 50 40.00 -28 58 48.0
18 15 22.00 -31 56 06.0
17 52 50.70 -29 10 53.0
18 03 52.00 -30 34 36.0
17 37 20.40 -26 59 15.0
17 55 14.00 -29 20 36.0
17 51 41.40 -28 48 26.0
17 37 09.00 -26 42 48.0
17 57 26.30 -29 21 46.3
18 00 42.00 -29 51 36.0
17 50 37.00 -28 26 42.0
17 25 33.00 -24 48 42.0
17 59 16.00 -29 25 12.0
18 12 58.63 -30 53 11.3
17 51 25.00 -28 12 12.0
17 25 00.00 -24 22 54.0
17 52 53.00 -28 13 48.0
18 04 02.70 -29 41 48.7
18 04 41.90 -29 45 02.4
18 01 53.00 -29 19 42.0
17 55 12.00 -28 14 36.0
18 11 53.80 -30 16 32.0
18 42 34.10 -33 23 52.0
17 34 46.00 -25 19 01.0
17 56 09.70 -28 13 38.0
18 03 56.10 -29 13 20.0
17 45 38.30 -26 42 34.7
17 57 50.10 -28 16 16.0
17 58 32.70 -28 25 46.0
17 27 36.00 -21 26 36.0
18 13 06.10 -30 08 40.0
18 25 57.20 -31 32 00.0
17 39 24.20 -25 44 05.5
18 01 18.00 -28 37 54.0
18 19 21.20 -30 45 01.0
17 26 17.90 -23 43 12.0
18 00 54.60 -28 28 06.0
18 02 55.60 -28 40 54.0
17 55 22.50 -27 36 52.0
18 09 49.10 -29 26 02.0
17 40 33.80 -25 35 26.8
17 32 54.60 -24 24 30.0
17 18 18.00 -22 16 00.0
18 02 16.00 -28 22 20.9
18 07 54.00 -28 59 42.0
21 56 30.00 -39 37 00.0
17 42 35.60 -25 36 42.0
17 42 22.60 -25 37 03.1
17 58 01.00 -27 38 24.0
17 24 51.90 -22 54 53.0
18 04 54.00 -28 24 00.0
17 59 42.70 -27 41 08.0
17 38 48.40 -24 40 42.1
17 37 03.00 -24 24 11.0
18 07 21.00 -28 20 01.0
18 14 31.00 -29 09 30.0
18 08 25.30 -28 23 21.0
18 19 57.20 -29 44 59.0
18 09 38.20 -28 20 50.0
18 00 10.00 -27 06 24.0
18 08 43.30 -28 11 23.0
17 38 54.00 -24 10 00.0
18 00 04.20 -26 58 38.0
17 21 46.20 -21 31 04.0
18 09 24.90 -27 59 01.0
17 31 25.00 -22 51 22.0
18 08 20.30 -27 46 59.0
18 09 14.70 -27 53 01.0
19 02 20.50 -33 16 15.0
17 45 23.90 -24 40 31.8
18 00 31.90 -26 43 34.0
18 03 42.00 -27 06 41.0
18 52 23.80 -32 19 49.0
18 03 34.70 -26 55 43.0
18 14 32.40 -28 18 29.0
18 36 12.90 -30 43 21.0
18 07 04.10 -27 17 14.0
18 04 53.80 -26 54 29.0
18 09 16.20 -27 29 42.0
18 15 29.30 -28 09 20.0
17 45 32.50 -24 15 39.0
18 02 50.00 -26 30 01.0
17 30 37.50 -21 44 16.0
18 41 01.20 -30 21 32.0
17 45 57.50 -23 42 00.0
18 13 03.30 -27 16 01.0
19 28 51.50 -34 18 59.0
17 35 29.50 -22 06 58.4
18 13 09.50 -27 05 37.0
17 42 34.80 -23 01 17.0
17 37 17.00 -22 17 45.0
18 09 16.00 -26 33 42.0
18 06 07.00 -26 03 00.0
18 29 21.00 -28 45 36.0
17 38 36.00 -22 11 36.0
17 33 24.00 -21 29 00.0
19 11 08.90 -32 39 31.0
18 02 18.30 -25 12 54.0
17 45 06.00 -22 45 48.0
17 32 22.00 -20 55 24.0
18 04 48.00 -25 24 30.0
18 10 34.00 -26 09 36.0
18 13 46.80 -26 24 31.0
18 09 39.00 -25 45 12.0
18 16 18.00 -26 36 37.0
17 36 55.00 -21 12 32.0
18 19 46.80 -26 50 50.0
18 06 07.50 -25 05 09.0
17 45 36.00 -22 15 53.0
17 44 37.40 -22 05 19.0
18 10 10.50 -25 30 56.8
21 02 44.50 -37 20 18.7
17 26 00.74 -19 13 32.1
17 52 53.80 -22 58 37.0
18 11 14.00 -25 21 46.0
17 44 34.00 -21 46 24.0
17 40 29.30 -21 08 33.8
17 49 40.20 -22 21 18.0
18 15 08.00 -25 39 24.0
18 09 29.00 -24 50 48.0
18 06 26.10 -24 13 03.0
17 50 36.00 -21 58 06.0
17 49 22.00 -21 50 33.0
17 42 32.40 -20 56 52.0
18 11 24.00 -24 44 30.0
18 31 47.00 -27 08 48.0
19 18 58.30 -31 36 25.0
17 35 15.00 -19 36 00.0
18 21 51.00 -25 43 36.0
18 24 53.20 -26 08 36.0
17 52 06.80 -21 44 10.0
17 43 22.00 -20 12 48.0
17 32 14.00 -18 32 24.0
17 34 26.00 -18 45 00.0
18 14 13.00 -24 00 00.0
18 17 05.00 -24 16 27.0
17 23 44.40 -16 45 57.0
17 46 17.20 -19 59 41.0
18 18 57.50 -24 12 09.0
17 36 01.63 -18 15 57.5
18 19 28.10 -24 11 00.0
18 05 24.20 -22 17 23.0
18 29 29.90 -25 09 59.2
18 15 21.00 -23 26 06.0
18 11 49.10 -22 44 53.0
18 28 49.00 -24 48 30.0
17 43 13.00 -18 38 30.0
17 47 31.60 -19 02 24.0
17 53 00.00 -19 28 00.0
17 48 00.80 -18 46 00.0
18 22 41.20 -23 13 45.0
18 41 38.00 -25 24 42.0
17 26 12.00 -15 11 00.0
17 11 14.90 -12 51 11.0
18 45 07.00 -25 32 12.0
18 22 03.00 -22 36 36.0
18 33 20.30 -23 57 52.0
18 02 15.50 -19 50 30.0
17 49 09.60 -17 35 34.0
17 54 11.00 -18 06 24.0
17 39 10.00 -15 54 48.0
18 30 53.20 -22 41 01.0
18 31 50.00 -22 45 48.0
17 02 52.50 -10 04 31.0
18 13 18.60 -20 28 04.0
17 45 26.31 -16 27 47.1
17 44 01.00 -16 16 20.0
18 26 11.00 -21 48 54.0
17 41 49.00 -15 44 00.0
17 25 44.63 -13 23 57.4
17 57 14.00 -17 40 24.0
18 43 32.00 -23 30 06.0
18 08 52.00 -18 46 48.0
18 10 48.20 -19 05 13.0
18 33 34.00 -21 51 30.0
17 53 26.00 -16 28 39.0
17 51 28.00 -15 55 20.0
18 47 25.00 -22 37 54.0
18 20 11.00 -19 18 41.0
18 27 02.00 -19 42 42.0
17 56 06.00 -15 32 06.0
16 18 30.44 -00 09 06.6
18 26 33.00 -19 07 47.0
18 52 30.80 -21 53 33.0
18 23 07.50 -18 13 53.0
18 42 37.00 -20 38 12.0
18 33 34.70 -19 22 00.0
17 58 16.00 -14 30 18.0
18 41 04.00 -19 58 00.0
18 34 14.53 -19 04 57.6
18 30 25.20 -18 18 49.0
18 59 16.90 -21 31 14.0
19 55 10.30 -26 36 24.0
17 51 36.00 -12 47 47.0
18 26 16.70 -17 29 14.0
18 32 53.50 -17 38 38.0
18 27 17.50 -16 47 32.0
18 04 41.00 -13 29 18.0
17 28 48.00 -08 17 00.0
18 33 14.40 -17 02 30.0
18 34 52.20 -17 08 25.0
18 25 04.50 -15 34 53.0
18 26 28.00 -15 09 42.0
19 43 34.30 -23 15 36.0
18 58 06.00 -18 16 33.0
18 31 07.00 -14 54 48.0
18 38 23.00 -15 36 40.0
17 10 13.80 -03 12 27.0
18 30 13.78 -13 46 38.0
18 09 23.18 -10 43 45.9
18 07 40.00 -10 29 48.0
18 31 24.52 -13 14 47.7
18 43 04.40 -14 30 51.1
19 14 10.20 -18 06 59.0
19 37 36.00 -20 34 00.0
18 12 31.00 -10 11 12.0
18 40 48.25 -13 47 52.3
18 04 18.00 -08 56 24.0
19 54 34.80 -21 44 43.0
18 21 21.00 -11 08 24.0
18 27 30.00 -11 39 00.0
18 47 54.80 -13 34 36.4
18 30 42.00 -11 09 42.0
18 48 41.60 -13 14 14.0
18 41 19.40 -12 16 04.0
18 30 28.90 -10 17 26.0
18 29 55.60 -10 08 05.0
18 40 10.30 -11 09 54.0
18 37 34.00 -10 42 37.0
18 25 51.10 -08 45 23.0
18 12 31.00 -06 58 12.0
18 15 07.00 -06 49 36.0
18 58 33.80 -12 02 43.0
18 38 23.18 -08 58 52.2
18 27 48.00 -07 29 48.0
18 40 35.89 -09 07 51.6
18 18 43.00 -06 03 26.0
18 11 39.00 -05 00 18.0
18 51 32.00 -10 09 00.0
18 45 04.00 -09 12 30.0
18 43 51.00 -08 31 18.0
19 16 30.00 -12 20 26.0
16 09 23.30 +12 12 08.0
18 51 36.10 -08 57 22.0
18 51 52.60 -08 53 40.0
19 41 09.00 -14 16 21.0
18 39 24.00 -06 44 00.0
18 43 42.47 -07 17 49.9
19 15 33.10 -11 11 42.0
18 42 45.77 -07 00 09.6
18 44 50.60 -06 57 17.0
18 48 03.00 -07 05 06.0
18 42 54.10 -06 21 42.0
18 46 06.00 -05 59 30.0
18 50 48.00 -06 33 00.0
18 51 20.75 -06 30 08.7
18 24 03.09 -02 44 48.4
17 39 10.50 +03 08 27.0
19 13 44.32 -09 07 59.2
18 36 43.00 -04 22 36.0
18 03 27.40 +00 22 16.0
18 54 36.60 -06 03 43.0
18 34 59.00 -03 08 36.0
18 22 25.00 -01 32 36.5
18 31 36.98 -02 30 01.0
18 55 10.00 -05 31 42.0
18 40 12.00 -03 16 00.0
18 42 15.80 -03 23 43.0
19 03 15.00 -06 04 07.0
19 11 14.90 -06 24 03.0
18 22 25.70 +00 49 55.0
18 32 48.00 -00 16 00.0
18 30 43.90 +00 09 26.9
19 24 20.70 -06 41 00.0
18 24 37.10 +01 12 37.0
18 47 49.00 -01 43 42.0
18 40 29.30 -00 19 37.0
18 48 05.20 -01 06 48.0
18 57 58.00 -02 16 13.0
18 22 13.61 +02 27 45.0
18 59 34.10 -01 53 03.0
18 28 29.50 +02 23 26.0
18 55 51.22 -01 07 53.0
18 20 52.10 +03 34 51.6
18 59 01.30 -01 23 28.5
19 07 54.00 -02 26 00.0
19 11 51.60 -02 47 41.0
18 56 17.00 -00 37 06.0
19 00 02.00 -00 31 12.0
18 42 53.06 +01 58 11.4
19 28 29.20 -03 48 47.0
18 29 16.80 +04 02 59.0
19 15 49.40 -01 41 24.0
18 09 41.70 +06 50 37.0
18 55 36.00 +01 33 00.0
19 12 06.00 +00 08 22.0
18 58 28.70 +02 05 05.0
17 51 11.10 +10 37 53.0
22 26 55.00 -21 05 38.0
19 00 28.90 +02 57 54.0
19 05 30.90 +02 16 36.0
19 15 48.50 +01 41 20.0
21 01 27.60 -11 33 54.0
19 20 24.77 +01 24 56.9
19 10 36.00 +02 47 40.0
20 28 52.70 -07 15 32.0
18 15 10.70 +10 08 02.0
19 10 52.60 +03 19 53.0
18 52 29.90 +05 58 48.0
19 11 24.00 +03 32 33.0
19 11 05.80 +04 32 55.0
18 53 52.50 +07 03 24.0
19 04 19.20 +06 19 13.0
19 13 59.64 +05 07 56.3
19 06 47.60 +07 00 50.0
18 49 19.11 +09 51 13.3
19 16 01.70 +06 26 52.0
18 46 11.22 +10 32 25.2
19 58 07.60 +01 35 33.0
19 32 05.79 +05 34 25.5
19 18 35.70 +07 31 17.0
18 54 11.90 +10 48 14.0
16 42 23.50 +23 53 17.0
18 59 56.00 +10 13 00.0
18 25 31.60 +14 27 11.0
19 55 58.50 +02 54 12.0
18 50 42.00 +12 12 17.0
18 48 25.00 +12 33 00.0
18 31 46.20 +14 46 55.0
19 30 13.10 +07 21 29.0
19 21 59.00 +09 47 59.0
19 07 06.30 +11 55 54.0
17 40 29.50 +21 28 11.0
19 29 12.00 +09 07 13.0
19 20 04.66 +10 35 33.4
19 25 22.35 +10 18 11.0
19 28 53.50 +09 57 00.0
19 04 05.00 +13 40 00.0
19 00 50.00 +14 02 30.0
16 25 32.20 +28 01 12.0
19 00 23.10 +14 24 26.0
19 30 56.00 +10 30 29.0
19 25 54.15 +12 13 25.1
19 13 12.58 +13 58 30.4
19 02 35.75 +15 43 00.9
19 11 21.20 +14 54 18.0
19 09 49.50 +15 03 56.0
19 24 07.35 +13 13 38.0
12 57 02.70 +27 54 24.0
19 10 49.50 +15 41 32.0
19 09 16.70 +16 46 29.0
19 02 19.20 +17 52 36.0
19 27 59.12 +14 41 01.7
19 12 46.00 +17 17 30.0
19 11 50.90 +17 26 20.0
19 39 44.20 +13 43 32.0
19 17 04.00 +17 06 14.0
18 47 38.60 +20 47 07.9
19 01 26.00 +19 16 53.0
17 42 57.80 +27 21 17.0
19 38 51.40 +14 49 50.0
18 56 53.70 +20 32 52.0
19 40 01.30 +15 01 57.0
19 36 53.50 +15 49 54.0
19 16 50.54 +18 56 46.8
19 37 02.41 +16 14 20.8
19 33 03.40 +17 06 22.0
19 16 29.50 +19 28 23.0
17 52 24.70 +28 00 29.0
19 39 55.20 +16 58 00.0
20 12 48.00 +12 32 54.0
19 39 19.48 +17 38 12.2
19 38 12.00 +18 42 18.0
19 21 15.13 +21 02 08.1
19 21 37.10 +21 00 46.0
19 06 32.60 +22 54 00.0
18 29 18.70 +26 54 05.0
19 34 14.60 +19 35 45.0
19 24 28.00 +21 03 30.0
19 25 34.63 +21 23 53.5
19 37 24.41 +20 12 04.4
20 00 20.60 +17 28 23.0
20 08 09.90 +16 46 24.0
19 43 11.74 +21 12 43.4
20 17 51.40 +16 34 22.0
19 15 00.00 +25 32 00.0
19 59 29.10 +19 46 18.0
19 34 14.75 +23 33 02.8
19 21 58.50 +25 12 54.0
19 46 15.50 +22 02 28.0
19 31 40.92 +24 25 52.5
20 47 40.10 +13 22 15.0
19 33 48.98 +24 48 07.2
19 58 00.00 +21 34 40.0
20 10 29.40 +19 50 18.0
20 09 42.90 +20 11 04.0
19 36 46.90 +24 58 36.0
19 36 03.24 +25 08 48.9
19 44 08.70 +24 03 43.0
19 57 26.60 +22 34 45.0
19 12 30.90 +28 35 27.0
19 30 54.90 +26 46 13.0
20 20 08.50 +19 56 39.0
19 37 36.00 +26 24 00.0
16 38 34.71 +38 48 05.1
19 09 11.00 +30 27 52.0
19 48 23.10 +25 46 41.0
18 51 44.20 +32 57 52.0
20 02 52.01 +25 18 01.2
16 02 43.40 +40 49 04.0
19 32 47.50 +30 24 20.0
18 48 14.00 +35 11 02.0
20 01 17.89 +26 52 25.0
